,0
n,840.0
mean_s5,-2.403831102425004e-18
std_s5_ddof0,0.0006751216107597195
std_s5_ddof1,0.0006755238280195641
min_s5,-0.004250130859448566
q01_s5,-0.0014545253877284807
q05_s5,-0.0008792449036975645
median_s5,-1.010477851971327e-05
q95_s5,0.000778678328035581
q99_s5,0.002281797551994146
max_s5,0.0037464168205878553
max_abs_s5,0.004250130859448566
median_abs_s5,0.00029451730152400346
