simulation,generation,solution_index,rank,source,timestamp,mass,a_val,system_size,alpha0,alpha1,beta1,alpha2,beta2,fitness,fitness1,fitness2,fitness3,fitness_norm,sort_by,sort_score,min_frequency,max_frequency,num_imaginary,stable,gamma_frequencies,distances,qpoints,frequencies,frequency_vector,simulation_path,generation_dir,solution_dir,band_yaml_path,dataset,alpha1_plus_2beta1,alpha1_minus_beta1,abs_alpha2,abs_beta2,r_alpha2,family,PC1,PC2,PC3,PC4,PC5,C,abs_C
simulation000673,425,3,1,population,2026-06-09T13:13:40.716559,50.0,2.2,5,5.173158,-0.32133752,-0.017194431,0.00016187962,-0.65061355,[1.         0.99967253 1.        ],1.0,0.99967253,1.0,1.7318617,fitness_norm,1.7318617,0.039549474,6.1662765,0,True,[0.03954947 0.03954947 0.03954947],"[0.         0.00227273 0.00454545 0.00681818 0.00909091 0.01136364
 0.01363636 0.01590909 0.01818182 0.02045454 0.02272727 0.025
 0.02727273 0.02954545 0.03181818 0.03409091 0.03636364 0.03863636
 0.04090909 0.04318182 0.04545455 0.04772727 0.05       0.05227273
 0.05454545 0.05681818 0.05909091 0.06136364 0.06363636 0.06590909
 0.06818182 0.07045455 0.07272727 0.075      0.07727273 0.07954545
 0.08181818 0.08409091 0.08636364 0.08863636 0.09090909 0.09318182
 0.09545454 0.09772728 0.1        0.10227273 0.10454545 0.10681818
 0.10909091 0.11136363 0.11363637 0.11590909 0.11818182 0.12045454
 0.12272727 0.125      0.12727273 0.12954545 0.13181818 0.13409092
 0.13636364 0.13863637 0.14090909 0.14318182 0.14545454 0.14772727
 0.15       0.15227273 0.15454546 0.15681818 0.1590909  0.16136363
 0.16363636 0.1659091  0.16818182 0.17045455 0.17272727 0.175
 0.17727272 0.17954545 0.18181819 0.18409091 0.18636364 0.18863636
 0.19090909 0.19318181 0.19545455 0.19772728 0.2        0.20227273
 0.20454545 0.20681818 0.2090909  0.21136364 0.21363637 0.2159091
 0.21818182 0.22045454 0.22272727 0.225      0.22727273 0.22954546
 0.23181818 0.23409091 0.23636363 0.23863636 0.24090908 0.24318182
 0.24545455 0.24772727 0.25       0.25227273 0.25454545 0.25681818
 0.2590909  0.26136363 0.26363635 0.2659091  0.26818183 0.27045456
 0.27272728 0.275      0.27727273 0.27954546 0.28181818 0.2840909
 0.28636363 0.28863636 0.29090908 0.2931818  0.29545453 0.2977273
 0.3        0.30227274 0.30454546 0.3068182  0.3090909  0.31136364
 0.31363636 0.3159091  0.3181818  0.32045454 0.32272726 0.325
 0.3272727  0.32954547 0.3318182  0.33409092 0.33636364 0.33863637
 0.3409091  0.34318182 0.34545454 0.34772727 0.35       0.35227272
 0.35454544 0.35681817 0.3590909  0.36136365 0.36363637 0.3659091
 0.36818182 0.37045455 0.37272727 0.375      0.37727273 0.37954545
 0.38181818 0.3840909  0.38636363 0.38863635 0.3909091  0.39318183
 0.39545456 0.39772728 0.4        0.40227273 0.40454546 0.40681818
 0.4090909  0.41136363 0.41363636 0.41590908 0.4181818  0.42045453
 0.4227273  0.425      0.42727274 0.42954546 0.4318182  0.4340909
 0.43636364 0.43863636 0.4409091  0.4431818  0.44545454 0.44772726
 0.45       0.4522727  0.45454547 0.45454547 0.4565137  0.45848194
 0.46045017 0.4624184  0.46438664 0.4663549  0.46832314 0.47029138
 0.4722596  0.47422785 0.47619608 0.47816432 0.48013258 0.4821008
 0.48406905 0.48603728 0.48800552 0.48997375 0.49194202 0.49391025
 0.4958785  0.49784672 0.49981496 0.5017832  0.50375146 0.50571966
 0.5076879  0.5096562  0.5116244  0.51359266 0.51556087 0.51752913
 0.51949733 0.5214656  0.52343386 0.52540207 0.52737033 0.52933854
 0.5313068  0.533275   0.5352433  0.53721154 0.53917974 0.541148
 0.5431162  0.5450845  0.54705274 0.54902095 0.5509892  0.5529574
 0.5549257  0.5568939  0.55886215 0.5608304  0.5627986  0.5647669
 0.5667351  0.56870335 0.5706716  0.5726398  0.5746081  0.5765763
 0.57854456 0.58051276 0.582481   0.5844493  0.5864175  0.58838576
 0.59035397 0.59232223 0.59429044 0.5962587  0.59822696 0.60019517
 0.60216343 0.60413164 0.6060999  0.60806817 0.6100364  0.61200464
 0.61397284 0.6159411  0.6179093  0.6198776  0.62184584 0.62381405
 0.6257823  0.6277505  0.6297188  0.631687   0.63365525 0.6356235
 0.6375917  0.63956    0.6415282  0.64349645 0.6454647  0.6474329
 0.6494012  0.6513694  0.65333766 0.65530586 0.6572741  0.6592424
 0.6612106  0.66317886 0.66514707 0.66711533 0.6690836  0.6710518
 0.67302006 0.67498827 0.67695653 0.67892474 0.680893   0.68286127
 0.6848295  0.68679774 0.68876594 0.6907342  0.6927024  0.6946707
 0.69663894 0.69860715 0.7005754  0.7025436  0.7045119  0.70648015
 0.70844835 0.7104166  0.7123848  0.7143531  0.7163213  0.71828955
 0.7202578  0.722226   0.7241943  0.7261625  0.72813076 0.73009896
 0.7320672  0.7340355  0.7360037  0.73797196 0.73994017 0.74190843
 0.7438767  0.7458449  0.74781317 0.74978137 0.75174963 0.75371784
 0.7556861  0.75765437 0.7596226  0.76159084 0.76355904 0.7655273
 0.7674956  0.7694638  0.77143204 0.77340025 0.7753685  0.7773367
 0.779305   0.78127325 0.78324145 0.7852097  0.7871779  0.7891462
 0.7911144  0.79308265 0.7950509  0.7970191  0.7989874  0.8009556
 0.80292386 0.8048921  0.8068603  0.8088286  0.8107968  0.81276506
 0.81473327 0.81670153 0.8186698  0.820638   0.82260627 0.8245745
 0.82654274 0.82851094 0.8304792  0.83244747 0.8344157  0.83638394
 0.83835214 0.8403204  0.8422887  0.8442569  0.84622514 0.84819335
 0.84819335 0.8501616  0.8521298  0.8540981  0.85606635 0.85803455
 0.8600028  0.861971   0.8639393  0.86590755 0.86787575 0.869844
 0.8718122  0.8737805  0.8757487  0.87771696 0.8796852  0.8816534
 0.8836217  0.8855899  0.88755816 0.88952637 0.89149463 0.8934629
 0.8954311  0.89739937 0.8993676  0.90133584 0.9033041  0.9052723
 0.90724057 0.9092088  0.91117704 0.91314524 0.9151135  0.9170818
 0.91905    0.92101824 0.92298645 0.9249547  0.926923   0.9288912
 0.93085945 0.93282765 0.9347959  0.9367641  0.9387324  0.94070065
 0.94266886 0.9446371  0.9466053  0.9485736  0.9505418  0.95251006
 0.9544783  0.9564465  0.9584148  0.960383   0.96235126 0.9643195
 0.96628773 0.968256   0.9702242  0.97219247 0.9741607  0.97612894
 0.9780972  0.9800654  0.98203367 0.9840019  0.98597014 0.98793834
 0.9899066  0.9918749  0.9938431  0.99581134 0.99777955 0.9997478
 1.001716   1.0036843  1.0056525  1.0076208  1.009589   1.0115572
 1.0135255  1.0154938  1.017462   1.0194302  1.0213984  1.0233667
 1.025335   1.0273032  1.0292714  1.0312396  1.0332079  1.0351762
 1.0371443  1.0391126  1.0410808  1.0430491  1.0450174  1.0469855
 1.0489538  1.050922   1.0528903  1.0548586  1.0568267  1.058795
 1.0607632  1.0627315  1.0646998  1.0666679  1.0686362  1.0706044
 1.0725727  1.074541   1.0765091  1.0784774  1.0804456  1.0824139
 1.084382   1.0863503  1.0883186  1.0902869  1.0922551  1.0942233
 1.0961915  1.0981598  1.100128   1.1020963  1.1040645  1.1060327
 1.108001   1.1099693  1.1119375  1.1139057  1.1158739  1.1178422
 1.1198105  1.1217786  1.1237469  1.1257151  1.1276834  1.1296517
 1.1316198  1.1335881  1.1355563  1.1375246  1.1394929  1.141461
 1.1434293  1.1453975  1.1473658  1.1493341  1.1513022  1.1532705
 1.1552387  1.157207   1.1591752  1.1611434  1.1631117  1.16508
 1.1670482  1.1690164  1.1709846  1.1729529  1.1749212  1.1768894
 1.1788576  1.1808258  1.1827941  1.1847624  1.1867306  1.1886988
 1.190667   1.1926353  1.1946036  1.1965717  1.19854    1.2005082
 1.2024765  1.2044448  1.2064129  1.2083812  1.2103494  1.2123177
 1.214286   1.2162541  1.2182224  1.2201906  1.2221589  1.2241272
 1.2260953  1.2280636  1.2300318  1.2320001  1.2339684  1.2359365
 1.2379048  1.239873   1.2418413  1.2418413  1.2434484  1.2450554
 1.2466625  1.2482696  1.2498766  1.2514837  1.2530907  1.2546978
 1.2563049  1.2579119  1.259519   1.261126   1.2627331  1.2643402
 1.2659472  1.2675543  1.2691613  1.2707684  1.2723755  1.2739825
 1.2755896  1.2771966  1.2788037  1.2804108  1.2820178  1.2836249
 1.285232   1.286839   1.2884461  1.2900531  1.2916602  1.2932673
 1.2948743  1.2964814  1.2980884  1.2996955  1.3013026  1.3029096
 1.3045167  1.3061237  1.3077308  1.3093379  1.3109449  1.312552
 1.314159   1.3157661  1.3173732  1.3189802  1.3205873  1.3221943
 1.3238014  1.3254085  1.3270155  1.3286226  1.3302296  1.3318367
 1.3334438  1.3350508  1.3366579  1.338265   1.339872   1.3414791
 1.3430861  1.3446932  1.3463002  1.3479073  1.3495144  1.3511214
 1.3527285  1.3543355  1.3559426  1.3575497  1.3591567  1.3607638
 1.3623708  1.3639779  1.365585   1.367192   1.3687991  1.3704062
 1.3720132  1.3736203  1.3752273  1.3768344  1.3784415  1.3800485
 1.3816556  1.3832626  1.3848697  1.3864768  1.3880838  1.3896909
 1.3912979  1.392905   1.394512   1.3961191  1.3977262  1.3993332
 1.4009403  1.4025474  1.4041544  1.4057615  1.4073685  1.4089756
 1.4105827  1.4121897  1.4137968  1.4154038  1.4170109  1.418618
 1.420225   1.4218321  1.4234391  1.4250462  1.4266533  1.4282603
 1.4298674  1.4314744  1.4330815  1.4346886  1.4362956  1.4379027
 1.4395097  1.4411168  1.4427239  1.4443309  1.445938   1.447545
 1.4491521  1.4507592  1.4523662  1.4539733  1.4555804  1.4571874
 1.4587945  1.4604015  1.4620086  1.4636157  1.4652227  1.4668298
 1.4684368  1.4700439  1.471651   1.473258   1.4748651  1.4764721
 1.4780792  1.4796863  1.4812933  1.4829004  1.4845074  1.4861145
 1.4877216  1.4893286  1.4909357  1.4925427  1.4941498  1.4957569
 1.4973639  1.498971   1.500578   1.5021851  1.5037922  1.5053992
 1.5070063  1.5086133  1.5102204  1.5118275  1.5134345  1.5150416
 1.5166487  1.5182557  1.5198628  1.5214698  1.5230769  1.524684
 1.526291   1.5278981  1.5295051  1.5311122  1.5327193  1.5343263
 1.5359334  1.5375404  1.5391475  1.5407546  1.5423616  1.5439687
 1.5455757  1.5471828  1.5487899  1.5503969  1.552004   1.553611
 1.5552181  1.5568252  1.5584322  1.5600393  1.5616463  1.5632534 ]","[[ 0.      0.      0.    ]
 [-0.0025  0.0025  0.0025]
 [-0.005   0.005   0.005 ]
 ...
 [ 0.      0.495   0.    ]
 [ 0.      0.4975  0.    ]
 [ 0.      0.5     0.    ]]","[[0.03954947 0.03954947 0.03954947]
 [0.05579952 0.07907475 0.07907475]
 [0.08809927 0.14253175 0.14253175]
 ...
 [4.9605026  5.094178   6.1643605 ]
 [4.960962   5.0946493  6.164931  ]
 [4.9611144  5.0948067  6.165121  ]]",[0.03954947 0.03954947 0.03954947 ... 4.9611144  5.0948067  6.165121  ],simulations/simulation000673,simulations/simulation000673/phonon_generations/generation_000425,simulations/simulation000673/phonon_generations/generation_000425/solution_000003_rank_001,simulations/simulation000673/phonon_generations/generation_000425/solution_000003_rank_001/band_ga.yaml,dataframe000015,-0.3557264,-0.3041431,0.00016187962,0.65061355,0.0002487488,$\beta_2$-dominated,0.010392151329199675,-0.32943019969773163,-1.205245514426494,0.5607439534747622,4.889289876962274e-05,4.889289876962274e-05,4.889289876962274e-05
simulation000673,488,16,3,population,2026-06-09T13:16:27.530530,50.0,2.2,5,5.173158,-0.32133752,0.02599165,0.00016187962,-0.65061355,[1.         0.99967253 1.        ],1.0,0.99967253,1.0,1.7318617,fitness_norm,1.7318617,0.039549474,6.1682105,0,True,[0.03954947 0.03954947 0.03954947],"[0.         0.00227273 0.00454545 0.00681818 0.00909091 0.01136364
 0.01363636 0.01590909 0.01818182 0.02045454 0.02272727 0.025
 0.02727273 0.02954545 0.03181818 0.03409091 0.03636364 0.03863636
 0.04090909 0.04318182 0.04545455 0.04772727 0.05       0.05227273
 0.05454545 0.05681818 0.05909091 0.06136364 0.06363636 0.06590909
 0.06818182 0.07045455 0.07272727 0.075      0.07727273 0.07954545
 0.08181818 0.08409091 0.08636364 0.08863636 0.09090909 0.09318182
 0.09545454 0.09772728 0.1        0.10227273 0.10454545 0.10681818
 0.10909091 0.11136363 0.11363637 0.11590909 0.11818182 0.12045454
 0.12272727 0.125      0.12727273 0.12954545 0.13181818 0.13409092
 0.13636364 0.13863637 0.14090909 0.14318182 0.14545454 0.14772727
 0.15       0.15227273 0.15454546 0.15681818 0.1590909  0.16136363
 0.16363636 0.1659091  0.16818182 0.17045455 0.17272727 0.175
 0.17727272 0.17954545 0.18181819 0.18409091 0.18636364 0.18863636
 0.19090909 0.19318181 0.19545455 0.19772728 0.2        0.20227273
 0.20454545 0.20681818 0.2090909  0.21136364 0.21363637 0.2159091
 0.21818182 0.22045454 0.22272727 0.225      0.22727273 0.22954546
 0.23181818 0.23409091 0.23636363 0.23863636 0.24090908 0.24318182
 0.24545455 0.24772727 0.25       0.25227273 0.25454545 0.25681818
 0.2590909  0.26136363 0.26363635 0.2659091  0.26818183 0.27045456
 0.27272728 0.275      0.27727273 0.27954546 0.28181818 0.2840909
 0.28636363 0.28863636 0.29090908 0.2931818  0.29545453 0.2977273
 0.3        0.30227274 0.30454546 0.3068182  0.3090909  0.31136364
 0.31363636 0.3159091  0.3181818  0.32045454 0.32272726 0.325
 0.3272727  0.32954547 0.3318182  0.33409092 0.33636364 0.33863637
 0.3409091  0.34318182 0.34545454 0.34772727 0.35       0.35227272
 0.35454544 0.35681817 0.3590909  0.36136365 0.36363637 0.3659091
 0.36818182 0.37045455 0.37272727 0.375      0.37727273 0.37954545
 0.38181818 0.3840909  0.38636363 0.38863635 0.3909091  0.39318183
 0.39545456 0.39772728 0.4        0.40227273 0.40454546 0.40681818
 0.4090909  0.41136363 0.41363636 0.41590908 0.4181818  0.42045453
 0.4227273  0.425      0.42727274 0.42954546 0.4318182  0.4340909
 0.43636364 0.43863636 0.4409091  0.4431818  0.44545454 0.44772726
 0.45       0.4522727  0.45454547 0.45454547 0.4565137  0.45848194
 0.46045017 0.4624184  0.46438664 0.4663549  0.46832314 0.47029138
 0.4722596  0.47422785 0.47619608 0.47816432 0.48013258 0.4821008
 0.48406905 0.48603728 0.48800552 0.48997375 0.49194202 0.49391025
 0.4958785  0.49784672 0.49981496 0.5017832  0.50375146 0.50571966
 0.5076879  0.5096562  0.5116244  0.51359266 0.51556087 0.51752913
 0.51949733 0.5214656  0.52343386 0.52540207 0.52737033 0.52933854
 0.5313068  0.533275   0.5352433  0.53721154 0.53917974 0.541148
 0.5431162  0.5450845  0.54705274 0.54902095 0.5509892  0.5529574
 0.5549257  0.5568939  0.55886215 0.5608304  0.5627986  0.5647669
 0.5667351  0.56870335 0.5706716  0.5726398  0.5746081  0.5765763
 0.57854456 0.58051276 0.582481   0.5844493  0.5864175  0.58838576
 0.59035397 0.59232223 0.59429044 0.5962587  0.59822696 0.60019517
 0.60216343 0.60413164 0.6060999  0.60806817 0.6100364  0.61200464
 0.61397284 0.6159411  0.6179093  0.6198776  0.62184584 0.62381405
 0.6257823  0.6277505  0.6297188  0.631687   0.63365525 0.6356235
 0.6375917  0.63956    0.6415282  0.64349645 0.6454647  0.6474329
 0.6494012  0.6513694  0.65333766 0.65530586 0.6572741  0.6592424
 0.6612106  0.66317886 0.66514707 0.66711533 0.6690836  0.6710518
 0.67302006 0.67498827 0.67695653 0.67892474 0.680893   0.68286127
 0.6848295  0.68679774 0.68876594 0.6907342  0.6927024  0.6946707
 0.69663894 0.69860715 0.7005754  0.7025436  0.7045119  0.70648015
 0.70844835 0.7104166  0.7123848  0.7143531  0.7163213  0.71828955
 0.7202578  0.722226   0.7241943  0.7261625  0.72813076 0.73009896
 0.7320672  0.7340355  0.7360037  0.73797196 0.73994017 0.74190843
 0.7438767  0.7458449  0.74781317 0.74978137 0.75174963 0.75371784
 0.7556861  0.75765437 0.7596226  0.76159084 0.76355904 0.7655273
 0.7674956  0.7694638  0.77143204 0.77340025 0.7753685  0.7773367
 0.779305   0.78127325 0.78324145 0.7852097  0.7871779  0.7891462
 0.7911144  0.79308265 0.7950509  0.7970191  0.7989874  0.8009556
 0.80292386 0.8048921  0.8068603  0.8088286  0.8107968  0.81276506
 0.81473327 0.81670153 0.8186698  0.820638   0.82260627 0.8245745
 0.82654274 0.82851094 0.8304792  0.83244747 0.8344157  0.83638394
 0.83835214 0.8403204  0.8422887  0.8442569  0.84622514 0.84819335
 0.84819335 0.8501616  0.8521298  0.8540981  0.85606635 0.85803455
 0.8600028  0.861971   0.8639393  0.86590755 0.86787575 0.869844
 0.8718122  0.8737805  0.8757487  0.87771696 0.8796852  0.8816534
 0.8836217  0.8855899  0.88755816 0.88952637 0.89149463 0.8934629
 0.8954311  0.89739937 0.8993676  0.90133584 0.9033041  0.9052723
 0.90724057 0.9092088  0.91117704 0.91314524 0.9151135  0.9170818
 0.91905    0.92101824 0.92298645 0.9249547  0.926923   0.9288912
 0.93085945 0.93282765 0.9347959  0.9367641  0.9387324  0.94070065
 0.94266886 0.9446371  0.9466053  0.9485736  0.9505418  0.95251006
 0.9544783  0.9564465  0.9584148  0.960383   0.96235126 0.9643195
 0.96628773 0.968256   0.9702242  0.97219247 0.9741607  0.97612894
 0.9780972  0.9800654  0.98203367 0.9840019  0.98597014 0.98793834
 0.9899066  0.9918749  0.9938431  0.99581134 0.99777955 0.9997478
 1.001716   1.0036843  1.0056525  1.0076208  1.009589   1.0115572
 1.0135255  1.0154938  1.017462   1.0194302  1.0213984  1.0233667
 1.025335   1.0273032  1.0292714  1.0312396  1.0332079  1.0351762
 1.0371443  1.0391126  1.0410808  1.0430491  1.0450174  1.0469855
 1.0489538  1.050922   1.0528903  1.0548586  1.0568267  1.058795
 1.0607632  1.0627315  1.0646998  1.0666679  1.0686362  1.0706044
 1.0725727  1.074541   1.0765091  1.0784774  1.0804456  1.0824139
 1.084382   1.0863503  1.0883186  1.0902869  1.0922551  1.0942233
 1.0961915  1.0981598  1.100128   1.1020963  1.1040645  1.1060327
 1.108001   1.1099693  1.1119375  1.1139057  1.1158739  1.1178422
 1.1198105  1.1217786  1.1237469  1.1257151  1.1276834  1.1296517
 1.1316198  1.1335881  1.1355563  1.1375246  1.1394929  1.141461
 1.1434293  1.1453975  1.1473658  1.1493341  1.1513022  1.1532705
 1.1552387  1.157207   1.1591752  1.1611434  1.1631117  1.16508
 1.1670482  1.1690164  1.1709846  1.1729529  1.1749212  1.1768894
 1.1788576  1.1808258  1.1827941  1.1847624  1.1867306  1.1886988
 1.190667   1.1926353  1.1946036  1.1965717  1.19854    1.2005082
 1.2024765  1.2044448  1.2064129  1.2083812  1.2103494  1.2123177
 1.214286   1.2162541  1.2182224  1.2201906  1.2221589  1.2241272
 1.2260953  1.2280636  1.2300318  1.2320001  1.2339684  1.2359365
 1.2379048  1.239873   1.2418413  1.2418413  1.2434484  1.2450554
 1.2466625  1.2482696  1.2498766  1.2514837  1.2530907  1.2546978
 1.2563049  1.2579119  1.259519   1.261126   1.2627331  1.2643402
 1.2659472  1.2675543  1.2691613  1.2707684  1.2723755  1.2739825
 1.2755896  1.2771966  1.2788037  1.2804108  1.2820178  1.2836249
 1.285232   1.286839   1.2884461  1.2900531  1.2916602  1.2932673
 1.2948743  1.2964814  1.2980884  1.2996955  1.3013026  1.3029096
 1.3045167  1.3061237  1.3077308  1.3093379  1.3109449  1.312552
 1.314159   1.3157661  1.3173732  1.3189802  1.3205873  1.3221943
 1.3238014  1.3254085  1.3270155  1.3286226  1.3302296  1.3318367
 1.3334438  1.3350508  1.3366579  1.338265   1.339872   1.3414791
 1.3430861  1.3446932  1.3463002  1.3479073  1.3495144  1.3511214
 1.3527285  1.3543355  1.3559426  1.3575497  1.3591567  1.3607638
 1.3623708  1.3639779  1.365585   1.367192   1.3687991  1.3704062
 1.3720132  1.3736203  1.3752273  1.3768344  1.3784415  1.3800485
 1.3816556  1.3832626  1.3848697  1.3864768  1.3880838  1.3896909
 1.3912979  1.392905   1.394512   1.3961191  1.3977262  1.3993332
 1.4009403  1.4025474  1.4041544  1.4057615  1.4073685  1.4089756
 1.4105827  1.4121897  1.4137968  1.4154038  1.4170109  1.418618
 1.420225   1.4218321  1.4234391  1.4250462  1.4266533  1.4282603
 1.4298674  1.4314744  1.4330815  1.4346886  1.4362956  1.4379027
 1.4395097  1.4411168  1.4427239  1.4443309  1.445938   1.447545
 1.4491521  1.4507592  1.4523662  1.4539733  1.4555804  1.4571874
 1.4587945  1.4604015  1.4620086  1.4636157  1.4652227  1.4668298
 1.4684368  1.4700439  1.471651   1.473258   1.4748651  1.4764721
 1.4780792  1.4796863  1.4812933  1.4829004  1.4845074  1.4861145
 1.4877216  1.4893286  1.4909357  1.4925427  1.4941498  1.4957569
 1.4973639  1.498971   1.500578   1.5021851  1.5037922  1.5053992
 1.5070063  1.5086133  1.5102204  1.5118275  1.5134345  1.5150416
 1.5166487  1.5182557  1.5198628  1.5214698  1.5230769  1.524684
 1.526291   1.5278981  1.5295051  1.5311122  1.5327193  1.5343263
 1.5359334  1.5375404  1.5391475  1.5407546  1.5423616  1.5439687
 1.5455757  1.5471828  1.5487899  1.5503969  1.552004   1.553611
 1.5552181  1.5568252  1.5584322  1.5600393  1.5616463  1.5632534 ]","[[ 0.      0.      0.    ]
 [-0.0025  0.0025  0.0025]
 [-0.005   0.005   0.005 ]
 ...
 [ 0.      0.495   0.    ]
 [ 0.      0.4975  0.    ]
 [ 0.      0.5     0.    ]]","[[0.03954947 0.03954947 0.03954947]
 [0.05579952 0.07907475 0.07907475]
 [0.08809927 0.14253175 0.14253175]
 ...
 [4.9257035  5.127834   6.1643605 ]
 [4.9261594  5.1283083  6.164931  ]
 [4.9263115  5.1284666  6.165121  ]]",[0.03954947 0.03954947 0.03954947 ... 4.9263115  5.1284666  6.165121  ],simulations/simulation000673,simulations/simulation000673/phonon_generations/generation_000488,simulations/simulation000673/phonon_generations/generation_000488/solution_000016_rank_003,simulations/simulation000673/phonon_generations/generation_000488/solution_000016_rank_003/band_ga.yaml,dataframe000015,-0.26935422,-0.34732917,0.00016187962,0.65061355,0.0002487488,$\beta_2$-dominated,0.081722127105516,-0.22903907441212468,-1.223587063413049,0.5566054694986106,4.404379073115446e-05,4.404379073115446e-05,4.404379073115446e-05
