,0
n,840.0
mean_C,-2.403831102425004e-18
std_C_ddof0,0.0006751216107597195
std_C_ddof1,0.0006755238280195641
min_C,-0.004250130859448566
q01_C,-0.0014545253877284807
q05_C,-0.0008792449036975645
median_C,-1.010477851971327e-05
q95_C,0.000778678328035581
q99_C,0.002281797551994146
max_C,0.0037464168205878553
max_abs_C,0.004250130859448566
median_abs_C,0.00029451730152400346
