dataset,mass,a_val,alpha0,alpha1,beta1,alpha2,beta2,alpha1_plus_2beta1,alpha1_minus_beta1,r_alpha2,second_neighbor_family,C_pc5,hyperplane_residual_raw,PC1,PC2,PC3,PC4,PC5
dataframe000014,90.0,2.0,7.6746993,-0.5238796,0.08433604,0.0014669267,-0.8709026,-0.3552075,-0.60821563,0.0016815427,$\beta_2$-dominated,0.0005069172644882786,0.0005069172644885209,-0.25469460092117063,0.5807878954175335,0.15478171741520994,0.26406459742098676,0.0005069172644882786
dataframe000014,90.0,2.0,7.6746993,-0.5238796,-0.09185685,0.0014669267,-0.8709026,-0.7075933,-0.43202275,0.0016815427,$\beta_2$-dominated,0.0005267349975859637,0.0005267349975861921,-0.5457105072761923,0.171206742581341,0.2296125431524186,0.28094898887125325,0.0005267349975859637
dataframe000016,70.0,3.0,7.1736913,-0.7801484,-0.1931867,-0.0013093903,-0.2331103,-1.1665218,-0.5869617,0.0055856667,$\beta_2$-dominated,-0.0006225458261886649,-0.0006225458261885175,0.11722859322897018,-0.4348430559679533,0.44402119117492844,1.1048909333398225,-0.0006225458261886649
dataframe000016,70.0,3.0,7.1736913,-0.7801484,-0.2898469,-0.0013093903,-0.2331103,-1.3598422,-0.4903015,0.0055856667,$\beta_2$-dominated,-0.0006116557524911867,-0.0006116557524909561,-0.04242401449417481,-0.659541075543485,0.4850737004885138,1.1141537742487548,-0.0006116557524911867
dataframe000016,70.0,3.0,7.1736913,-0.7801484,-0.2898469,-0.0013093903,-0.2331103,-1.3598422,-0.4903015,0.0055856667,$\beta_2$-dominated,-0.0006116557524911867,-0.0006116557524909561,-0.04242401449417481,-0.659541075543485,0.4850737004885138,1.1141537742487548,-0.0006116557524911867
dataframe000016,70.0,3.0,7.1736913,-0.7801484,-0.1931867,-0.0013093903,-0.2331103,-1.1665218,-0.5869617,0.0055856667,$\beta_2$-dominated,-0.0006225458261886649,-0.0006225458261885175,0.11722859322897018,-0.4348430559679533,0.44402119117492844,1.1048909333398225,-0.0006225458261886649
dataframe000016,70.0,3.0,7.1736913,-0.7801484,0.13234997,-0.0013093903,-0.2331103,-0.51544845,-0.91249835,0.0055856667,$\beta_2$-dominated,-0.0006592219185935396,-0.0006592219185933646,0.6549140080576584,0.32190529653101796,0.30576265713136735,1.073695110561606,-0.0006592219185935396
dataframe000013,60.0,2.0,5.757267,-0.3872007,-0.0067475047,-0.002546571,-0.6649082,-0.4006957,-0.3804532,0.0038153464,$\beta_2$-dominated,-0.0010846086066583498,-0.0010846086066581724,-0.0241421292368324,-0.16438081326648338,-0.852768765716825,0.5362383840278596,-0.0010846086066583498
dataframe000013,60.0,2.0,5.757267,-0.3872007,-0.0067475047,-0.002546571,-0.6649082,-0.4006957,-0.3804532,0.0038153464,$\beta_2$-dominated,-0.0010846086066583498,-0.0010846086066581724,-0.0241421292368324,-0.16438081326648338,-0.852768765716825,0.5362383840278596,-0.0010846086066583498
dataframe000013,60.0,2.0,5.757267,-0.3872007,-0.0067475047,-0.002546571,-0.6649082,-0.4006957,-0.3804532,0.0038153464,$\beta_2$-dominated,-0.0010846086066583498,-0.0010846086066581724,-0.0241421292368324,-0.16438081326648338,-0.852768765716825,0.5362383840278596,-0.0010846086066583498
dataframe000013,60.0,2.0,5.757267,-0.3872007,-0.28022072,-0.002546571,-0.6649082,-0.94764215,-0.106979996,0.0038153464,$\beta_2$-dominated,-0.0010538145497019096,-0.0010538145497016767,-0.4758348892394492,-0.8001015241739783,-0.7366220698887644,0.5624450321775426,-0.0010538145497019096
dataframe000013,60.0,2.0,5.757267,-0.3872007,-0.0067475047,-0.002546571,-0.6649082,-0.4006957,-0.3804532,0.0038153464,$\beta_2$-dominated,-0.0010846086066583498,-0.0010846086066581724,-0.0241421292368324,-0.16438081326648338,-0.852768765716825,0.5362383840278596,-0.0010846086066583498
dataframe000013,80.0,2.2,6.889878,-0.6067606,-0.10270691,-0.0003523501,-0.50892925,-0.81217444,-0.5040537,0.00069185713,$\beta_2$-dominated,-0.00020937072617261668,-0.00020937072617232557,-0.06085791705999456,-0.1818083221116104,0.01722646069661221,0.7450967545780397,-0.00020937072617261668
dataframe000013,80.0,2.2,6.889878,-0.6067606,0.2689231,-0.0003523501,-0.50892925,-0.06891441,-0.8756837,0.00069185713,$\beta_2$-dominated,-0.00025123985498060866,-0.0002512398549804286,0.5529593795902064,0.682089442575586,-0.14060835733072338,0.7094838570055724,-0.00025123985498060866
dataframe000013,80.0,2.2,6.889878,-0.6067606,0.2689231,-0.0003523501,-0.50892925,-0.06891441,-0.8756837,0.00069185713,$\beta_2$-dominated,-0.00025123985498060866,-0.0002512398549804286,0.5529593795902064,0.682089442575586,-0.14060835733072338,0.7094838570055724,-0.00025123985498060866
dataframe000013,80.0,2.2,6.889878,-0.6067606,0.09829914,0.00028851087,-0.50892925,-0.41016233,-0.70505977,0.0005665766,$\beta_2$-dominated,3.227599235862984e-05,3.2275992359004214e-05,0.2705263606878622,0.28588665376925,-0.06836190050659224,0.7266977698591758,3.227599235862984e-05
dataframe000013,80.0,2.2,6.889878,-0.6067606,0.09829914,0.00028851087,-0.50892925,-0.41016233,-0.70505977,0.0005665766,$\beta_2$-dominated,3.227599235862984e-05,3.2275992359004214e-05,0.2705263606878622,0.28588665376925,-0.06836190050659224,0.7266977698591758,3.227599235862984e-05
dataframe000013,60.0,2.2,8.93868,-0.7126436,-1.273214,-1.6187495,0.00016216413,-3.2590716,0.56057036,0.99989986,$\alpha_2$-dominated,1.7045848351582265e-05,1.7045848352204644e-05,-0.16480563921293215,-3.875772432973695,2.3853261363776874,-1.05608309288597,1.7045848351582265e-05
dataframe000013,60.0,2.2,8.93868,-0.7126436,-0.95668495,-1.6187495,0.00016216413,-2.6260135,0.24404132,0.99989986,$\alpha_2$-dominated,-1.861541284500226e-05,-1.861541284449089e-05,0.35800196548265095,-3.1399633843809065,2.25089323003771,-1.0864157240740107,-1.861541284500226e-05
dataframe000013,60.0,2.2,8.93868,-0.7126436,-0.26035243,-1.6187495,0.00016216413,-1.2333485,-0.4522912,0.99989986,$\alpha_2$-dominated,-9.706665390409878e-05,-9.706665390380945e-05,1.5081268922906907,-1.5212563867077649,1.9551541566650366,-1.153144507113336,-9.706665390409878e-05
dataframe000013,60.0,2.2,8.93868,-0.7126436,0.86271024,-1.6187495,0.00016216413,1.0127769,-1.5753539,0.99989986,$\alpha_2$-dominated,-0.0002235947973694641,-0.00022359479736917473,3.363077429426636,1.089435151934678,1.4781787079829418,-1.260766374143684,-0.0002235947973694641
dataframe000013,60.0,2.2,8.93868,-0.7126436,-0.95668495,-1.6187495,0.00016216413,-2.6260135,0.24404132,0.99989986,$\alpha_2$-dominated,-1.861541284500226e-05,-1.861541284449089e-05,0.35800196548265095,-3.1399633843809065,2.25089323003771,-1.0864157240740107,-1.861541284500226e-05
dataframe000013,90.0,2.4,5.864436,-0.054992512,-0.38270733,-0.00090667163,-1.35611,-0.82040715,0.3277148,0.00066813594,$\beta_2$-dominated,-0.00032490001285840497,-0.0003249000128582233,-1.5163723236337612,-0.7399351596534065,-1.1520650138022377,-0.3108420027738424,-0.00032490001285840497
dataframe000013,90.0,2.4,5.864436,-0.054992512,-0.38270733,-0.00090667163,-1.35611,-0.82040715,0.3277148,0.00066813594,$\beta_2$-dominated,-0.00032490001285840497,-0.0003249000128582233,-1.5163723236337612,-0.7399351596534065,-1.1520650138022377,-0.3108420027738424,-0.00032490001285840497
dataframe000013,90.0,2.4,5.864436,-0.054992512,-0.38270733,-0.00090667163,-1.35611,-0.82040715,0.3277148,0.00066813594,$\beta_2$-dominated,-0.00032490001285840497,-0.0003249000128582233,-1.5163723236337612,-0.7399351596534065,-1.1520650138022377,-0.3108420027738424,-0.00032490001285840497
dataframe000013,90.0,2.4,5.864436,-0.054992512,-0.13395995,-0.00090667163,-1.35611,-0.3229124,0.07896744,0.00066813594,$\beta_2$-dominated,-0.0003529083708062668,-0.00035290837080602963,-1.1055189668713759,-0.16169257678651147,-1.2577104093020994,-0.33467920077532615,-0.0003529083708062668
dataframe000013,90.0,2.4,5.864436,-0.054992512,-0.38270733,-0.00090667163,-1.35611,-0.82040715,0.3277148,0.00066813594,$\beta_2$-dominated,-0.00032490001285840497,-0.0003249000128582233,-1.5163723236337612,-0.7399351596534065,-1.1520650138022377,-0.3108420027738424,-0.00032490001285840497
dataframe000016,100.0,2.0,6.360732,-0.78840566,-0.5792516,-0.002803836,-0.013354967,-1.9469088,-0.20915407,0.17351754,$\beta_2$-dominated,-0.001177387030624527,-0.0011773870306243269,-0.193769673106405,-1.6104659579441027,0.26504248615155696,1.423410698801302,-0.001177387030624527
dataframe000016,100.0,2.0,6.360732,-0.78840566,-0.5792516,-0.002803836,-0.013354967,-1.9469088,-0.20915407,0.17351754,$\beta_2$-dominated,-0.001177387030624527,-0.0011773870306243269,-0.193769673106405,-1.6104659579441027,0.26504248615155696,1.423410698801302,-0.001177387030624527
dataframe000016,100.0,2.0,6.360732,-0.78840566,0.4305369,-0.002803836,-0.013354967,0.072668135,-1.2189425,0.17351754,$\beta_2$-dominated,-0.0012911205381150813,-0.0012911205381149888,1.4740870797581334,0.7369063521644734,-0.1638243461422961,1.3266437554778263,-0.0012911205381150813
dataframe000016,100.0,2.0,6.360732,-0.78840566,-0.5792516,-0.002803836,-0.013354967,-1.9469088,-0.20915407,0.17351754,$\beta_2$-dominated,-0.001177387030624527,-0.0011773870306243269,-0.193769673106405,-1.6104659579441027,0.26504248615155696,1.423410698801302,-0.001177387030624527
dataframe000016,100.0,2.0,6.360732,-0.78840566,0.4305369,-0.002803836,-0.013354967,0.072668135,-1.2189425,0.17351754,$\beta_2$-dominated,-0.0012911205381150813,-0.0012911205381149888,1.4740870797581334,0.7369063521644734,-0.1638243461422961,1.3266437554778263,-0.0012911205381150813
dataframe000016,90.0,2.4,9.254648,-0.9793251,0.4191583,-0.7099744,0.0007128205,-0.1410085,-1.3984834,0.99899703,$\alpha_2$-dominated,0.00032301006492693404,0.0003230100649271292,1.868876760340613,0.8356289064198102,1.7544925891450123,0.2186304441355223,0.00032301006492693404
dataframe000016,90.0,2.4,9.254648,-0.9793251,0.4191583,-0.7099744,0.0007128205,-0.1410085,-1.3984834,0.99899703,$\alpha_2$-dominated,0.00032301006492693404,0.0003230100649271292,1.868876760340613,0.8356289064198102,1.7544925891450123,0.2186304441355223,0.00032301006492693404
dataframe000016,90.0,2.4,9.254648,-0.9793251,-0.91035956,-0.7099744,0.0007128205,-2.8000443,-0.068965554,0.99899703,$\alpha_2$-dominated,0.0004727326273554455,0.00047273262735586275,-0.32707360596103097,-2.254992086461142,2.3191515738767827,0.34603672544646047,0.0004727326273554455
dataframe000016,90.0,2.4,9.254648,-0.9793251,0.4191583,-0.7099744,0.0007128205,-0.1410085,-1.3984834,0.99899703,$\alpha_2$-dominated,0.00032301006492693404,0.0003230100649271292,1.868876760340613,0.8356289064198102,1.7544925891450123,0.2186304441355223,0.00032301006492693404
dataframe000016,90.0,2.4,9.254648,-0.9793251,0.4191583,-0.7099744,0.0007128205,-0.1410085,-1.3984834,0.99899703,$\alpha_2$-dominated,0.00032301006492693404,0.0003230100649271292,1.868876760340613,0.8356289064198102,1.7544925891450123,0.2186304441355223,0.00032301006492693404
dataframe000015,60.0,2.2,7.219895,-0.20669205,0.70877296,-0.0012996012,-1.3915846,1.2108538,-0.915465,0.0009330288,$\beta_2$-dominated,-0.0006648214724714551,-0.0006648214724710329,0.15770803217190904,2.1288810607067776,-0.7911445126660654,-0.4649823052507328,-0.0006648214724714551
dataframe000015,60.0,2.2,7.219895,-0.20669205,0.051619023,-0.0012996012,-1.3915846,-0.10345401,-0.2583111,0.0009330288,$\beta_2$-dominated,-0.0005907924220216131,-0.0005907924220213019,-0.9277060113617192,0.6012493495492106,-0.5120449628248508,-0.4020079603932587,-0.0005907924220216131
dataframe000015,60.0,2.2,7.219895,-0.20669205,0.051619023,-0.0012996012,-1.3915846,-0.10345401,-0.2583111,0.0009330288,$\beta_2$-dominated,-0.0005907924220216131,-0.0005907924220213019,-0.9277060113617192,0.6012493495492106,-0.5120449628248508,-0.4020079603932587,-0.0005907924220216131
dataframe000015,60.0,2.2,7.219895,-0.20669205,0.70877296,-0.0012996012,-1.3915846,1.2108538,-0.915465,0.0009330288,$\beta_2$-dominated,-0.0006648214724714551,-0.0006648214724710329,0.15770803217190904,2.1288810607067776,-0.7911445126660654,-0.4649823052507328,-0.0006648214724714551
dataframe000015,60.0,2.2,7.219895,-0.20669205,-0.020787043,-0.0012996012,-1.3915846,-0.24826615,-0.18590501,0.0009330288,$\beta_2$-dominated,-0.0005826185165060615,-0.0005826185165057503,-1.0472983499874287,0.4329328943529172,-0.4812934202425409,-0.3950693749153502,-0.0005826185165060615
dataframe000014,50.0,2.6,9.97986,-0.4555378,-0.061186932,5.8356395e-06,-1.5838691,-0.5779117,-0.39435086,3.6844067e-06,$\beta_2$-dominated,-0.00011675211456410725,-0.00011675211456355571,-1.5280134359222237,1.0627863824039543,1.1226202618141579,-0.6429769195146944,-0.00011675211456410725
dataframe000014,50.0,2.6,9.97986,-0.4555378,-0.061186932,5.8356395e-06,-1.5838691,-0.5779117,-0.39435086,3.6844067e-06,$\beta_2$-dominated,-0.00011675211456410725,-0.00011675211456355571,-1.5280134359222237,1.0627863824039543,1.1226202618141579,-0.6429769195146944,-0.00011675211456410725
dataframe000014,50.0,2.6,9.97986,-0.4555378,-1.2153876,5.8356395e-06,-1.5838691,-2.886313,0.7598498,3.6844067e-06,$\beta_2$-dominated,1.3284141162166283e-05,1.328414116305087e-05,-3.434394228379465,-1.6202890444929097,1.612820305231585,-0.5323711345907339,1.3284141162166283e-05
dataframe000014,50.0,2.6,9.97986,-0.4555378,-0.061186932,5.8356395e-06,-1.5838691,-0.5779117,-0.39435086,3.6844067e-06,$\beta_2$-dominated,-0.00011675211456410725,-0.00011675211456355571,-1.5280134359222237,1.0627863824039543,1.1226202618141579,-0.6429769195146944,-0.00011675211456410725
dataframe000014,50.0,2.6,9.97986,-0.4555378,-0.061186932,5.8356395e-06,-1.5838691,-0.5779117,-0.39435086,3.6844067e-06,$\beta_2$-dominated,-0.00011675211456410725,-0.00011675211456355571,-1.5280134359222237,1.0627863824039543,1.1226202618141579,-0.6429769195146944,-0.00011675211456410725
dataframe000014,100.0,3.0,8.501376,-0.16679633,0.069316365,0.0007465863,-1.7917246,-0.028163597,-0.23611268,0.0004165123,$\beta_2$-dominated,0.000245111028509838,0.00024511102851004605,-1.480196692951739,1.1018180982383308,-0.019747606098722188,-0.9167067623065042,0.000245111028509838
dataframe000015,90.0,2.4,7.3413334,-0.516346,0.3226994,-0.002793268,-0.80261916,0.12905282,-0.8390454,0.0034681214,$\beta_2$-dominated,-0.0012610367812631446,-0.0012610367812628722,0.24920309994238043,1.0269557824563307,-0.10244315031077109,0.32379627744852135,-0.0012610367812631446
dataframe000015,90.0,2.4,7.3413334,-0.516346,-0.24861315,-0.002793268,-0.80261916,-1.0135722,-0.26773283,0.0034681214,$\beta_2$-dominated,-0.0011966051827617258,-0.0011966051827613147,-0.6944276970317665,-0.3011275586880952,0.1401987088600018,0.3785444955274989,-0.0011966051827617258
dataframe000015,90.0,2.4,7.3413334,-0.516346,-0.24861315,-0.002793268,-0.80261916,-1.0135722,-0.26773283,0.0034681214,$\beta_2$-dominated,-0.0011966051827617258,-0.0011966051827613147,-0.6944276970317665,-0.3011275586880952,0.1401987088600018,0.3785444955274989,-0.0011966051827617258
dataframe000015,90.0,2.4,7.3413334,-0.516346,0.30418402,-0.002793268,-0.80261916,0.09202206,-0.82053,0.0034681214,$\beta_2$-dominated,-0.0012589180019871443,-0.0012589180019868442,0.21862142100039894,0.9839145726072827,-0.09457950551025973,0.3255705681944684,-0.0012589180019871443
dataframe000015,90.0,2.4,7.3413334,-0.516346,-0.051531497,-0.002793268,-0.80261916,-0.61940897,-0.46481448,0.0034681214,$\beta_2$-dominated,-0.0012188418560304531,-0.001218841856030042,-0.36891006751107286,0.15701193825931067,0.05649627238099752,0.359658396665816,-0.0012188418560304531
dataframe000013,70.0,2.6,9.016875,-0.21946873,-0.31097546,-0.00073482346,-1.8152581,-0.84141964,0.091506734,0.00040464004,$\beta_2$-dominated,-0.00034342413522097824,-0.00034342413522062506,-2.168528123994785,0.3469296358013846,0.44814549104447887,-0.9137585519847009,-0.00034342413522097824
dataframe000013,70.0,2.6,9.016875,-0.21946873,-0.31097546,-0.00073482346,-1.8152581,-0.84141964,0.091506734,0.00040464004,$\beta_2$-dominated,-0.00034342413522097824,-0.00034342413522062506,-2.168528123994785,0.3469296358013846,0.44814549104447887,-0.9137585519847009,-0.00034342413522097824
dataframe000013,70.0,2.6,9.016875,-0.21946873,-0.31097546,-0.00073482346,-1.8152581,-0.84141964,0.091506734,0.00040464004,$\beta_2$-dominated,-0.00034342413522097824,-0.00034342413522062506,-2.168528123994785,0.3469296358013846,0.44814549104447887,-0.9137585519847009,-0.00034342413522097824
dataframe000013,70.0,2.6,9.016875,-0.21946873,-0.5396534,-0.00073482346,-1.8152581,-1.2987756,0.3201847,0.00040464004,$\beta_2$-dominated,-0.00031764409550010973,-0.00031764409549986757,-2.5462330627614262,-0.18465924510894569,0.5452671986516798,-0.8918446022719514,-0.00031764409550010973
dataframe000013,70.0,2.6,9.016875,-0.21946873,-0.5396534,-0.00073482346,-1.8152581,-1.2987756,0.3201847,0.00040464004,$\beta_2$-dominated,-0.00031764409550010973,-0.00031764409549986757,-2.5462330627614262,-0.18465924510894569,0.5452671986516798,-0.8918446022719514,-0.00031764409550010973
dataframe000014,90.0,2.4,5.234789,-0.0051664133,0.019065239,-0.0004886976,-1.2983309,0.032964066,-0.024231652,0.0003762629,$\beta_2$-dominated,-0.00016204983327637923,-0.0001620498332761073,-0.741647842630617,0.023915694235586045,-1.6743712076767405,-0.273136918825634,-0.00016204983327637923
dataframe000014,90.0,2.4,5.234789,-0.0051664133,-0.60415804,-0.0004886976,-1.2983309,-1.2134825,0.59899163,0.0003762629,$\beta_2$-dominated,-9.183328408611857e-05,-9.183328408573561e-05,-1.771019038941825,-1.42484027935283,-1.4096823245914636,-0.21341411460086582,-9.183328408611857e-05
dataframe000014,90.0,2.4,5.234789,-0.0051664133,0.019065239,-0.0004886976,-1.2983309,0.032964066,-0.024231652,0.0003762629,$\beta_2$-dominated,-0.00016204983327637923,-0.0001620498332761073,-0.741647842630617,0.023915694235586045,-1.6743712076767405,-0.273136918825634,-0.00016204983327637923
dataframe000014,90.0,2.4,5.234789,-0.0051664133,0.019065239,-0.0004886976,-1.2983309,0.032964066,-0.024231652,0.0003762629,$\beta_2$-dominated,-0.00016204983327637923,-0.0001620498332761073,-0.741647842630617,0.023915694235586045,-1.6743712076767405,-0.273136918825634,-0.00016204983327637923
dataframe000014,90.0,2.4,5.234789,-0.0051664133,0.019065239,-0.0004886976,-1.2983309,0.032964066,-0.024231652,0.0003762629,$\beta_2$-dominated,-0.00016204983327637923,-0.0001620498332761073,-0.741647842630617,0.023915694235586045,-1.6743712076767405,-0.273136918825634,-0.00016204983327637923
dataframe000013,100.0,3.0,5.4916706,-0.503277,0.3998858,-0.73266166,-0.0004849823,0.2964946,-0.90316284,0.99933845,$\alpha_2$-dominated,-0.0005196231896681771,-0.0005196231896679778,2.0898266353292354,-0.10839495060031813,-0.5983667952833354,0.1936074650805547,-0.0005196231896681771
dataframe000013,100.0,3.0,5.4916706,-0.503277,0.43259257,-0.73266166,-0.0004849823,0.36190814,-0.9358696,0.99933845,$\alpha_2$-dominated,-0.0005232752753256233,-0.0005232752753255351,2.143848023458684,-0.03236424617201296,-0.6122576852094387,0.19047319365600884,-0.0005232752753256233
dataframe000013,100.0,3.0,5.4916706,-0.503277,-0.09148156,-0.73266166,-0.0004849823,-0.68624014,-0.41179544,0.99933845,$\alpha_2$-dominated,-0.0004642312616858592,-0.00046423126168565997,1.278240405926105,-1.2506363443412425,-0.38967839078107064,0.24069464487507186,-0.0004642312616858592
dataframe000013,100.0,3.0,5.4916706,-0.503277,-0.09148156,-0.73266166,-0.0004849823,-0.68624014,-0.41179544,0.99933845,$\alpha_2$-dominated,-0.0004642312616858592,-0.00046423126168565997,1.278240405926105,-1.2506363443412425,-0.38967839078107064,0.24069464487507186,-0.0004642312616858592
dataframe000013,100.0,3.0,5.4916706,-0.503277,0.43259257,-0.73266166,-0.0004849823,0.36190814,-0.9358696,0.99933845,$\alpha_2$-dominated,-0.0005232752753256233,-0.0005232752753255351,2.143848023458684,-0.03236424617201296,-0.6122576852094387,0.19047319365600884,-0.0005232752753256233
dataframe000015,100.0,3.0,8.684894,-0.6674053,0.6150169,0.0001653583,-0.83636564,0.56262845,-1.2824222,0.00019767146,$\beta_2$-dominated,-0.00010034320061268153,-0.00010034320061230435,0.6029894715437666,2.036809631223929,0.5905695371193601,0.2529816502832055,-0.00010034320061268153
dataframe000015,100.0,3.0,8.684894,-0.6674053,0.82741106,0.0001653583,-0.83636564,0.9874168,-1.4948163,0.00019767146,$\beta_2$-dominated,-0.0001242067220078159,-0.00012420672200779955,0.9537985959448194,2.530544868181866,0.5003636734375086,0.23262811318971807,-0.0001242067220078159
dataframe000015,100.0,3.0,8.684894,-0.6674053,-0.0027940655,0.0001653583,-0.83636564,-0.6729934,-0.6646112,0.00019767146,$\beta_2$-dominated,-3.070570117383275e-05,-3.070570117363598e-05,-0.4174422344570687,0.6006352685321359,0.852959731998861,0.31218577856897,-3.070570117383275e-05
dataframe000015,100.0,3.0,8.684894,-0.6674053,-0.0027940655,0.0001653583,-0.83636564,-0.6729934,-0.6646112,0.00019767146,$\beta_2$-dominated,-3.070570117383275e-05,-3.070570117363598e-05,-0.4174422344570687,0.6006352685321359,0.852959731998861,0.31218577856897,-3.070570117383275e-05
dataframe000015,100.0,3.0,8.684894,-0.6674053,-0.0027940655,0.0001653583,-0.83636564,-0.6729934,-0.6646112,0.00019767146,$\beta_2$-dominated,-3.070570117383275e-05,-3.070570117363598e-05,-0.4174422344570687,0.6006352685321359,0.852959731998861,0.31218577856897,-3.070570117383275e-05
dataframe000014,70.0,2.0,4.2353573,-0.08420087,-0.07529601,0.0010638195,-0.89041996,-0.23479289,-0.008904859,0.0011933134,$\beta_2$-dominated,0.0004890176358865798,0.0004890176358868755,-0.32718097380558525,-0.5893618931153931,-1.9522840546318103,0.2629545510265636,0.0004890176358865798
dataframe000014,70.0,2.0,4.2353573,-0.08420087,-0.07529601,0.0010638195,-0.89041996,-0.23479289,-0.008904859,0.0011933134,$\beta_2$-dominated,0.0004890176358865798,0.0004890176358868755,-0.32718097380558525,-0.5893618931153931,-1.9522840546318103,0.2629545510265636,0.0004890176358865798
dataframe000014,70.0,2.0,4.2353573,-0.08420087,-0.07529601,0.0010638195,-0.89041996,-0.23479289,-0.008904859,0.0011933134,$\beta_2$-dominated,0.0004890176358865798,0.0004890176358868755,-0.32718097380558525,-0.5893618931153931,-1.9522840546318103,0.2629545510265636,0.0004890176358865798
dataframe000014,70.0,2.0,4.2353573,-0.08420087,0.20317616,0.0010638195,-0.89041996,0.32215145,-0.28737703,0.0011933134,$\beta_2$-dominated,0.00045764399339950126,0.00045764399339981074,0.13276851560828418,0.05797948670906402,-2.0705538465708515,0.23626886760839266,0.00045764399339950126
dataframe000014,70.0,2.0,4.2353573,-0.08420087,-0.064615704,0.0010638195,-0.89041996,-0.21343228,-0.019585162,0.0011933134,$\beta_2$-dominated,0.00048781435583532864,0.00048781435583561037,-0.30954043221325306,-0.5645342700870835,-1.9568200813735204,0.2619310692767351,0.00048781435583532864
dataframe000015,70.0,3.0,7.789016,-0.71972716,-0.22804648,-0.00027306724,-0.50776863,-1.1758201,-0.49168068,0.00053748983,$\beta_2$-dominated,-0.00018549313523270173,-0.00018549313523244222,-0.3227587022834181,-0.26274527253893903,0.6360330614562468,0.7563087874630003,-0.00018549313523270173
dataframe000015,70.0,3.0,7.789016,-0.71972716,-0.22804648,-0.00027306724,-0.50776863,-1.1758201,-0.49168068,0.00053748983,$\beta_2$-dominated,-0.00018549313523270173,-0.00018549313523244222,-0.3227587022834181,-0.26274527253893903,0.6360330614562468,0.7563087874630003,-0.00018549313523270173
dataframe000015,70.0,3.0,7.789016,-0.71972716,-0.22804648,-0.00027306724,-0.50776863,-1.1758201,-0.49168068,0.00053748983,$\beta_2$-dominated,-0.00018549313523270173,-0.00018549313523244222,-0.3227587022834181,-0.26274527253893903,0.6360330614562468,0.7563087874630003,-0.00018549313523270173
dataframe000015,70.0,3.0,7.789016,-0.71972716,-0.22804648,-0.00027306724,-0.50776863,-1.1758201,-0.49168068,0.00053748983,$\beta_2$-dominated,-0.00018549313523270173,-0.00018549313523244222,-0.3227587022834181,-0.26274527253893903,0.6360330614562468,0.7563087874630003,-0.00018549313523270173
dataframe000015,70.0,3.0,7.789016,-0.71972716,0.42618734,-0.00027306724,-0.50776863,0.13264751,-1.1459146,0.00053748983,$\beta_2$-dominated,-0.0002592669351624345,-0.0002592669351622305,0.7578323083071811,1.2580983949111193,0.3581737352784196,0.6936143122719401,-0.0002592669351624345
dataframe000013,70.0,2.4,5.858199,-0.351922,-0.6103631,-1.521374,9.5370495e-05,-1.5726483,0.25844112,0.9999373,$\alpha_2$-dominated,1.2915638739640055e-05,1.291563873996246e-05,1.0431163448393805,-2.9818080386958856,0.15715727493144901,-0.9574807224369907,1.2915638739640055e-05
dataframe000013,70.0,2.4,5.858199,-0.351922,0.3590016,-1.521374,9.5370495e-05,0.3660812,-0.7109236,0.9999373,$\alpha_2$-dominated,-9.627997637749022e-05,-9.627997637716781e-05,2.644205661525901,-0.7284054516384447,-0.25454120374060957,-1.0503738945193113,-9.627997637749022e-05
dataframe000013,70.0,2.4,5.858199,-0.351922,-0.6103631,-1.521374,9.5370495e-05,-1.5726483,0.25844112,0.9999373,$\alpha_2$-dominated,1.2915638739640055e-05,1.291563873996246e-05,1.0431163448393805,-2.9818080386958856,0.15715727493144901,-0.9574807224369907,1.2915638739640055e-05
dataframe000013,70.0,2.4,5.858199,-0.351922,-0.6103631,-1.521374,9.5370495e-05,-1.5726483,0.25844112,0.9999373,$\alpha_2$-dominated,1.2915638739640055e-05,1.291563873996246e-05,1.0431163448393805,-2.9818080386958856,0.15715727493144901,-0.9574807224369907,1.2915638739640055e-05
dataframe000013,70.0,2.4,5.858199,-0.351922,-0.6103631,-1.521374,9.5370495e-05,-1.5726483,0.25844112,0.9999373,$\alpha_2$-dominated,1.2915638739640055e-05,1.291563873996246e-05,1.0431163448393805,-2.9818080386958856,0.15715727493144901,-0.9574807224369907,1.2915638739640055e-05
dataframe000016,80.0,2.0,4.0431027,-0.29862866,0.004396773,-0.82698196,-0.0004646188,-0.28983513,-0.30302542,0.99943846,$\alpha_2$-dominated,-0.00041404311402138755,-0.0004140431140210488,1.6042895023162447,-1.44045345689563,-1.3287067943962632,0.08619618593989666,-0.00041404311402138755
dataframe000016,80.0,2.0,4.0431027,-0.29862866,0.004396773,-0.82698196,-0.0004646188,-0.28983513,-0.30302542,0.99943846,$\alpha_2$-dominated,-0.00041404311402138755,-0.0004140431140210488,1.6042895023162447,-1.44045345689563,-1.3287067943962632,0.08619618593989666,-0.00041404311402138755
dataframe000016,80.0,2.0,4.0431027,-0.29862866,0.004396773,-0.82698196,-0.0004646188,-0.28983513,-0.30302542,0.99943846,$\alpha_2$-dominated,-0.00041404311402138755,-0.0004140431140210488,1.6042895023162447,-1.44045345689563,-1.3287067943962632,0.08619618593989666,-0.00041404311402138755
