dataset,mass,a_val,alpha0,alpha1,beta1,alpha2,beta2,alpha1_plus_2beta1,alpha1_minus_beta1,r_alpha2,second_neighbor_family,C_pc5,hyperplane_residual_raw,PC1,PC2,PC3,PC4,PC5
dataframe000016,100.0,2.2,7.2927427,-0.1993057,0.5490001,0.0018788225,-1.4245061,0.89869446,-0.7483058,0.0013171918,$\beta_2$-dominated,0.0007153230929822043,0.0007153230929824818,-0.15491699190817754,1.7896490205895432,-0.7036880704425676,-0.48776658679673596,0.0007153230929822043
dataframe000016,100.0,2.2,7.2927427,-0.1993057,-0.8421808,0.0018788225,-1.4245061,-1.8836672,0.6428751,0.0013171918,$\beta_2$-dominated,0.000872091134025347,0.0008720911340259575,-2.4527154601502064,-1.444314841694592,-0.1128402847249255,-0.35445126628092566,0.000872091134025347
dataframe000016,100.0,2.2,7.2927427,-0.1993057,-0.086922966,0.0018788225,-1.4245061,-0.37315163,-0.11238273,0.0013171918,$\beta_2$-dominated,0.0007869929723626581,0.0007869929723628245,-1.2052642651864625,0.31137093567870766,-0.43360548683833317,-0.42682679058219225,0.0007869929723626581
dataframe000013,50.0,3.2,5.49083,-0.08801168,-0.21771072,-0.00038632352,-1.1966496,-0.5234331,0.12969904,0.00032273345,$\beta_2$-dominated,-0.00010737528737321468,-0.00010737528737279092,-1.0218927218869263,-0.5064297161697187,-1.3356964208606452,-0.12079414899427378,-0.00010737528737321468
dataframe000013,50.0,3.2,5.49083,-0.08801168,-0.21771072,-0.00038632352,-1.1966496,-0.5234331,0.12969904,0.00032273345,$\beta_2$-dominated,-0.00010737528737321468,-0.00010737528737279092,-1.0218927218869263,-0.5064297161697187,-1.3356964208606452,-0.12079414899427378,-0.00010737528737321468
dataframe000013,50.0,3.2,5.49083,-0.08801168,-0.21771072,-0.00038632352,-1.1966496,-0.5234331,0.12969904,0.00032273345,$\beta_2$-dominated,-0.00010737528737321468,-0.00010737528737279092,-1.0218927218869263,-0.5064297161697187,-1.3356964208606452,-0.12079414899427378,-0.00010737528737321468
dataframe000013,50.0,3.2,5.49083,-0.08801168,-0.38763127,-0.00038632352,-1.1966496,-0.8632742,0.2996196,0.00032273345,$\beta_2$-dominated,-8.824783234163904e-05,-8.824783234115976e-05,-1.3025486760496043,-0.9014300774703744,-1.263529526959065,-0.10451083842523727,-8.824783234163904e-05
dataframe000013,50.0,3.2,5.49083,-0.08801168,-0.21771072,-0.00038632352,-1.1966496,-0.5234331,0.12969904,0.00032273345,$\beta_2$-dominated,-0.00010737528737321468,-0.00010737528737279092,-1.0218927218869263,-0.5064297161697187,-1.3356964208606452,-0.12079414899427378,-0.00010737528737321468
dataframe000016,80.0,3.0,9.768617,-0.7835463,-0.6873838,0.00079970167,-0.8750016,-2.1583138,-0.09616256,0.0009131085,$\beta_2$-dominated,0.0002812390008951565,0.0002812390008953637,-1.6648176941842376,-0.72101653106109,1.7947591641019105,0.3262911267071341,0.0002812390008951565
dataframe000016,80.0,3.0,9.768617,-0.7835463,0.57734406,0.00079970167,-0.8750016,0.3711418,-1.3608904,0.0009131085,$\beta_2$-dominated,0.00013868482997676283,0.00013868482997701174,0.42411962273566045,2.218992293223731,1.2576172197304196,0.20509368341652004,0.00013868482997676283
dataframe000016,80.0,3.0,9.768617,-0.7835463,0.018578377,0.00079970167,-0.8750016,-0.74638957,-0.8021247,0.0009131085,$\beta_2$-dominated,0.00020167008576358662,0.00020167008576364124,-0.4987876701380814,0.9200755851511747,1.4949303304626658,0.25863956949493044,0.00020167008576358662
dataframe000016,80.0,3.0,9.768617,-0.7835463,0.6938851,0.00079970167,-0.8750016,0.60422385,-1.4774314,0.0009131085,$\beta_2$-dominated,0.00012555491273858791,0.0001255549127387813,0.6166091856598437,2.4899056481313275,1.2081211313958258,0.1939256841998175,0.00012555491273858791
dataframe000016,80.0,3.0,9.768617,-0.7835463,0.6729195,0.00079970167,-0.8750016,0.5622927,-1.4564658,0.0009131085,$\beta_2$-dominated,0.00012791696741298368,0.00012791696741319095,0.5819805689207711,2.44116869536321,1.2170254119551673,0.19593479242751802,0.00012791696741298368
dataframe000013,70.0,3.0,6.2263985,-0.1969527,-0.3082529,-0.0008091174,-1.1626476,-0.8134585,0.1113002,0.00069544266,$\beta_2$-dominated,-0.00029039238796095784,-0.0002903923879606335,-1.174601331128976,-0.5581017099125669,-0.8092517298980555,-0.0711081254900133,-0.00029039238796095784
dataframe000013,70.0,3.0,6.2263985,-0.1969527,-0.3082529,-0.0008091174,-1.1626476,-0.8134585,0.1113002,0.00069544266,$\beta_2$-dominated,-0.00029039238796095784,-0.0002903923879606335,-1.174601331128976,-0.5581017099125669,-0.8092517298980555,-0.0711081254900133,-0.00029039238796095784
dataframe000013,70.0,3.0,6.2263985,-0.1969527,-0.31564274,-0.0008091174,-1.1626476,-0.8282382,0.11869004,0.00069544266,$\beta_2$-dominated,-0.00028955982251404016,-0.00028955982251382685,-1.1868070561219453,-0.5752802719950587,-0.806113192757329,-0.07039996487553643,-0.00028955982251404016
dataframe000013,70.0,3.0,6.2263985,-0.1969527,-0.0060876054,-0.0008091174,-1.1626476,-0.20912792,-0.1908651,0.00069544266,$\beta_2$-dominated,-0.00032444357301513144,-0.0003244435730148071,-0.6755181599617316,0.1443171320885891,-0.9375842138427047,-0.10006429044213677,-0.00032444357301513144
dataframe000013,70.0,3.0,6.2263985,-0.1969527,-0.3082529,-0.0008091174,-1.1626476,-0.8134585,0.1113002,0.00069544266,$\beta_2$-dominated,-0.00029039238796095784,-0.0002903923879606335,-1.174601331128976,-0.5581017099125669,-0.8092517298980555,-0.0711081254900133,-0.00029039238796095784
dataframe000013,100.0,3.2,5.4723487,-0.4180071,-0.7389191,-1.064004,0.0005055835,-1.8958453,0.32091197,0.99952507,$\alpha_2$-dominated,0.000443085929695192,0.0004430859296953044,0.4816886288690408,-3.017311621297466,-0.08618391985217982,-0.22046626074144637,0.000443085929695192
dataframe000013,100.0,3.2,5.4723487,-0.4180071,0.34696048,-1.064004,0.0005055835,0.27591386,-0.76496756,0.99952507,$\alpha_2$-dominated,0.0003207961211161018,0.00032079612111610313,2.275224212641981,-0.4930566065389539,-0.5473673743450578,-0.32452493937752613,0.0003207961211161018
dataframe000013,100.0,3.2,5.4723487,-0.4180071,-0.7389191,-1.064004,0.0005055835,-1.8958453,0.32091197,0.99952507,$\alpha_2$-dominated,0.000443085929695192,0.0004430859296953044,0.4816886288690408,-3.017311621297466,-0.08618391985217982,-0.22046626074144637,0.000443085929695192
dataframe000013,100.0,3.2,5.4723487,-0.4180071,0.66873163,-1.064004,0.0005055835,0.9194561,-1.0867387,0.99952507,$\alpha_2$-dominated,0.0002845278811382804,0.0002845278811385038,2.806690142184227,0.25493832378062287,-0.6840266416320089,-0.35535990588960065,0.0002845278811382804
dataframe000013,100.0,3.2,5.4723487,-0.4180071,0.07555685,-1.064004,0.0005055835,-0.2668934,-0.49356395,0.99952507,$\alpha_2$-dominated,0.00035135701059160784,0.0003513570105917757,1.826949776279324,-1.1239663058186327,-0.4320996542197281,-0.29851661801062335,0.00035135701059160784
dataframe000014,50.0,2.4,8.593565,-0.3838101,0.11692312,0.0033654997,-1.3807503,-0.14996386,-0.50073326,0.0024315158,$\beta_2$-dominated,0.0012880032210050355,0.0012880032210050157,-0.8967343210813548,1.0740437843177535,0.32962149303932486,-0.39176298495425743,0.0012880032210050355
dataframe000014,50.0,2.4,8.593565,-0.3838101,0.7695227,0.0033654997,-1.3807503,1.1552353,-1.1533328,0.0024315158,$\beta_2$-dominated,0.0012144790850831591,0.0012144790850832504,0.18115737704917453,2.5910884060181276,0.05245621771056549,-0.45430088808801544,0.0012144790850831591
dataframe000014,50.0,2.4,8.593565,-0.3838101,0.7695227,0.0033654997,-1.3807503,1.1552353,-1.1533328,0.0024315158,$\beta_2$-dominated,0.0012144790850831591,0.0012144790850832504,0.18115737704917453,2.5910884060181276,0.05245621771056549,-0.45430088808801544,0.0012144790850831591
dataframe000014,50.0,2.4,8.593565,-0.3838101,0.7695227,0.0033654997,-1.3807503,1.1552353,-1.1533328,0.0024315158,$\beta_2$-dominated,0.0012144790850831591,0.0012144790850832504,0.18115737704917453,2.5910884060181276,0.05245621771056549,-0.45430088808801544,0.0012144790850831591
dataframe000014,50.0,2.4,8.593565,-0.3838101,0.11692312,0.0033654997,-1.3807503,-0.14996386,-0.50073326,0.0024315158,$\beta_2$-dominated,0.0012880032210050355,0.0012880032210050157,-0.8967343210813548,1.0740437843177535,0.32962149303932486,-0.39176298495425743,0.0012880032210050355
dataframe000014,100.0,2.2,7.204122,-0.16938175,0.15553322,0.0010134408,-1.4622018,0.1416847,-0.324915,0.00069261226,$\beta_2$-dominated,0.0004056449403751765,0.0004056449403752881,-0.8454903516692585,0.8684682801513901,-0.6206125468502938,-0.4992565428953491,0.0004056449403751765
dataframe000014,100.0,2.2,7.204122,-0.16938175,-0.8461685,0.0010134408,-1.4622018,-1.8617188,0.6767868,0.00069261226,$\beta_2$-dominated,0.0005185411046212112,0.0005185411046215448,-2.4999903716380283,-1.4601054998168,-0.19518026377319886,-0.40326458363794615,0.0005185411046212112
dataframe000014,100.0,2.2,7.204122,-0.16938175,0.15553322,0.0010134408,-1.4622018,0.1416847,-0.324915,0.00069261226,$\beta_2$-dominated,0.0004056449403751765,0.0004056449403752881,-0.8454903516692585,0.8684682801513901,-0.6206125468502938,-0.4992565428953491,0.0004056449403751765
dataframe000014,100.0,2.2,7.204122,-0.16938175,-0.8461685,0.0010134408,-1.4622018,-1.8617188,0.6767868,0.00069261226,$\beta_2$-dominated,0.0005185411046212112,0.0005185411046215448,-2.4999903716380283,-1.4601054998168,-0.19518026377319886,-0.40326458363794615,0.0005185411046212112
dataframe000014,100.0,2.2,7.204122,-0.16938175,0.065883145,0.0010134408,-1.4622018,-0.037615463,-0.2352649,0.00069261226,$\beta_2$-dominated,0.0004157616161174209,0.0004157616161175325,-0.9935644381247036,0.6600660886639037,-0.5825373079330326,-0.49066548269298976,0.0004157616161174209
dataframe000016,70.0,2.0,6.667324,-0.31072906,-0.18512689,-0.0016128724,-1.0453187,-0.6809828,-0.12560217,0.0015405709,$\beta_2$-dominated,-0.0006522511404743771,-0.0006522511404741744,-0.8515616460904922,-0.21523429613572848,-0.49510166796851474,0.06506682595772138,-0.0006522511404743771
dataframe000016,70.0,2.0,6.667324,-0.31072906,-0.18512689,-0.0016128724,-1.0453187,-0.6809828,-0.12560217,0.0015405709,$\beta_2$-dominated,-0.0006522511404743771,-0.0006522511404741744,-0.8515616460904922,-0.21523429613572848,-0.49510166796851474,0.06506682595772138,-0.0006522511404743771
dataframe000016,70.0,2.0,6.667324,-0.31072906,0.46964556,-0.0016128724,-1.0453187,0.6285621,-0.78037465,0.0015405709,$\beta_2$-dominated,-0.0007260364676422739,-0.0007260364676420156,0.22991900056587875,1.3068614737219904,-0.7731897826695461,0.0023207062558770033,-0.0007260364676422739
dataframe000016,70.0,2.0,6.667324,-0.31072906,-0.18512689,-0.0016128724,-1.0453187,-0.6809828,-0.12560217,0.0015405709,$\beta_2$-dominated,-0.0006522511404743771,-0.0006522511404741744,-0.8515616460904922,-0.21523429613572848,-0.49510166796851474,0.06506682595772138,-0.0006522511404743771
dataframe000016,70.0,2.0,6.667324,-0.31072906,-0.18512689,-0.0016128724,-1.0453187,-0.6809828,-0.12560217,0.0015405709,$\beta_2$-dominated,-0.0006522511404743771,-0.0006522511404741744,-0.8515616460904922,-0.21523429613572848,-0.49510166796851474,0.06506682595772138,-0.0006522511404743771
dataframe000014,80.0,2.2,7.741046,-0.6251415,0.11828401,0.0019409459,-0.684932,-0.38857347,-0.7434255,0.0028257712,$\beta_2$-dominated,0.0007131921744860979,0.0007131921744862534,0.028950122210621893,0.6023455345956572,0.3233033119864129,0.4993787798631439,0.0007131921744860979
dataframe000014,80.0,2.2,7.741046,-0.6251415,0.11828401,0.0019409459,-0.684932,-0.38857347,-0.7434255,0.0028257712,$\beta_2$-dominated,0.0007131921744860979,0.0007131921744862534,0.028950122210621893,0.6023455345956572,0.3233033119864129,0.4993787798631439,0.0007131921744860979
dataframe000014,80.0,2.2,7.741046,-0.6251415,0.11828401,0.0019409459,-0.684932,-0.38857347,-0.7434255,0.0028257712,$\beta_2$-dominated,0.0007131921744860979,0.0007131921744862534,0.028950122210621893,0.6023455345956572,0.3233033119864129,0.4993787798631439,0.0007131921744860979
dataframe000014,80.0,2.2,7.741046,-0.6251415,0.11828401,0.0019409459,-0.684932,-0.38857347,-0.7434255,0.0028257712,$\beta_2$-dominated,0.0007131921744860979,0.0007131921744862534,0.028950122210621893,0.6023455345956572,0.3233033119864129,0.4993787798631439,0.0007131921744860979
dataframe000014,80.0,2.2,7.741046,-0.6251415,0.11828401,0.0019409459,-0.684932,-0.38857347,-0.7434255,0.0028257712,$\beta_2$-dominated,0.0007131921744860979,0.0007131921744862534,0.028950122210621893,0.6023455345956572,0.3233033119864129,0.4993787798631439,0.0007131921744860979
dataframe000014,80.0,2.6,8.201468,-0.59641933,-0.72393334,-1.7149473,0.00096284266,-2.044286,0.127514,0.9994389,$\alpha_2$-dominated,0.0006767212084873463,0.0006767212084876481,0.8678916515335925,-2.846724572863786,1.7009721170475567,-1.2582795942857492,0.0006767212084873463
dataframe000014,80.0,2.6,8.201468,-0.59641933,0.89721,-1.7149473,0.00096284266,1.1980007,-1.4936293,0.9994389,$\alpha_2$-dominated,0.0004940775656409768,0.0004940775656411675,3.545516677271201,0.9218141878212983,1.0124570475160817,-1.4136319870897123,0.0004940775656409768
dataframe000014,80.0,2.6,8.201468,-0.59641933,-0.68113434,-1.7149473,0.00096284266,-1.958688,0.08471501,0.9994389,$\alpha_2$-dominated,0.0006718993248596316,0.0006718993248599333,0.938582293000846,-2.7472332625322915,1.6827949744464776,-1.262380975246573,0.0006718993248596316
dataframe000014,80.0,2.6,8.201468,-0.59641933,-0.930719,-1.7149473,0.00096284266,-2.4578574,0.33429968,0.9994389,$\alpha_2$-dominated,0.0007000184017210308,0.0007000184017212216,0.5263459691354174,-3.327422254686353,1.7887959710241885,-1.2384635489088196,0.0007000184017210308
dataframe000014,80.0,2.6,8.201468,-0.59641933,0.89721,-1.7149473,0.00096284266,1.1980007,-1.4936293,0.9994389,$\alpha_2$-dominated,0.0004940775656409768,0.0004940775656411675,3.545516677271201,0.9218141878212983,1.0124570475160817,-1.4136319870897123,0.0004940775656409768
dataframe000016,90.0,3.0,3.9772427,-0.010342874,-0.021768842,0.0008615567,-0.9735586,-0.053880557,0.011425968,0.00088417367,$\beta_2$-dominated,0.00045388383098394466,0.00045388383098412215,-0.32624380005009895,-0.4928649007985439,-2.2003181658894566,0.15176237679520113,0.00045388383098394466
dataframe000016,90.0,3.0,3.9772427,-0.010342874,-0.021768842,0.0008615567,-0.9735586,-0.053880557,0.011425968,0.00088417367,$\beta_2$-dominated,0.00045388383098394466,0.00045388383098412215,-0.32624380005009895,-0.4928649007985439,-2.2003181658894566,0.15176237679520113,0.00045388383098394466
dataframe000016,90.0,3.0,3.9772427,-0.010342874,-0.021768842,0.0008615567,-0.9735586,-0.053880557,0.011425968,0.00088417367,$\beta_2$-dominated,0.00045388383098394466,0.00045388383098412215,-0.32624380005009895,-0.4928649007985439,-2.2003181658894566,0.15176237679520113,0.00045388383098394466
dataframe000016,90.0,3.0,3.9772427,-0.010342874,-0.021768842,0.0008615567,-0.9735586,-0.053880557,0.011425968,0.00088417367,$\beta_2$-dominated,0.00045388383098394466,0.00045388383098412215,-0.32624380005009895,-0.4928649007985439,-2.2003181658894566,0.15176237679520113,0.00045388383098394466
dataframe000016,90.0,3.0,3.9772427,-0.010342874,-0.021768842,0.0008615567,-0.9735586,-0.053880557,0.011425968,0.00088417367,$\beta_2$-dominated,0.00045388383098394466,0.00045388383098412215,-0.32624380005009895,-0.4928649007985439,-2.2003181658894566,0.15176237679520113,0.00045388383098394466
dataframe000014,60.0,3.0,7.847775,-0.15633279,-0.5296536,-0.0001646857,-1.6492251,-1.2156401,0.37332082,9.9846446e-05,$\beta_2$-dominated,-2.588828659382367e-05,-2.588828659351103e-05,-2.24983991791605,-0.5005508946010804,-0.06718518097151145,-0.6763538536639593,-2.588828659382367e-05
dataframe000014,60.0,3.0,7.847775,-0.15633279,-0.5296536,-0.0001646857,-1.6492251,-1.2156401,0.37332082,9.9846446e-05,$\beta_2$-dominated,-2.588828659382367e-05,-2.588828659351103e-05,-2.24983991791605,-0.5005508946010804,-0.06718518097151145,-0.6763538536639593,-2.588828659382367e-05
dataframe000014,60.0,3.0,7.847775,-0.15633279,-0.5296536,-0.0001646857,-1.6492251,-1.2156401,0.37332082,9.9846446e-05,$\beta_2$-dominated,-2.588828659382367e-05,-2.588828659351103e-05,-2.24983991791605,-0.5005508946010804,-0.06718518097151145,-0.6763538536639593,-2.588828659382367e-05
dataframe000014,60.0,3.0,7.847775,-0.15633279,-0.5296536,-0.0001646857,-1.6492251,-1.2156401,0.37332082,9.9846446e-05,$\beta_2$-dominated,-2.588828659382367e-05,-2.588828659351103e-05,-2.24983991791605,-0.5005508946010804,-0.06718518097151145,-0.6763538536639593,-2.588828659382367e-05
dataframe000014,60.0,3.0,7.847775,-0.15633279,-0.39905524,-0.0001646857,-1.6492251,-0.9544433,0.24272245,9.9846446e-05,$\beta_2$-dominated,-4.056918335309076e-05,-4.056918335288914e-05,-2.034131979133856,-0.19695956186990385,-0.12265158113333686,-0.6888689727750493,-4.056918335309076e-05
dataframe000013,70.0,3.2,7.704323,-0.5204322,-1.0072908,-1.7703155,-0.0003642461,-2.535014,0.48685867,0.99979424,$\alpha_2$-dominated,-0.00036695348638457595,-0.0003669534863843726,0.4749240815148775,-3.6640747967287575,1.5153906466493732,-1.3184532466080419,-0.00036695348638457595
dataframe000013,70.0,3.2,7.704323,-0.5204322,-0.32716528,-1.7703155,-0.0003642461,-1.1747627,-0.1932669,0.99979424,$\alpha_2$-dominated,-0.00044354602707894056,-0.0004435460270787372,1.5982801847871284,-2.083042726005075,1.2265347938655033,-1.3836289559146588,-0.00044354602707894056
dataframe000013,70.0,3.2,7.704323,-0.5204322,0.565819,-1.7703155,-0.0003642461,0.6112059,-1.0862513,0.99979424,$\alpha_2$-dominated,-0.0005442182866794722,-0.0005442182866796019,3.073212808620887,-0.007195411601665645,0.8472758539809456,-1.4692026291303284,-0.0005442182866794722
dataframe000013,70.0,3.2,7.704323,-0.5204322,-0.029694807,-1.7703155,-0.0003642461,-0.57982177,-0.49073738,0.99979424,$\alpha_2$-dominated,-0.0004770600851929664,-0.00047706008519276307,2.0896089785065186,-1.3915375355566446,1.10019623812343,-1.4121352265926324,-0.0004770600851929664
dataframe000013,70.0,3.2,7.704323,-0.5204322,0.41601044,-1.7703155,-0.0003642461,0.3115887,-0.9364426,0.99979424,$\alpha_2$-dominated,-0.000527274785950689,-0.0005272747859504856,2.825775522895182,-0.3554431869523093,0.9109009654005884,-1.4548466716507393,-0.000527274785950689
dataframe000015,50.0,3.2,9.224122,-0.82891154,-0.78747636,0.0009911854,-0.64816785,-2.4038644,-0.041435182,0.0015268761,$\beta_2$-dominated,0.0003615553216885062,0.0003615553216886264,-1.5130481817232464,-1.1705567188960027,1.6677570101553851,0.6280382827319964,0.0003615553216885062
dataframe000015,50.0,3.2,9.224122,-0.82891154,-1.0978836,0.0009911854,-0.64816785,-3.0246787,0.26897204,0.0015268761,$\beta_2$-dominated,0.00039659241613375113,0.00039659241613403785,-2.025744408769648,-1.8921348121129289,1.7995898716041623,0.6577842260575177,0.00039659241613375113
dataframe000015,50.0,3.2,9.224122,-0.82891154,-0.6209521,0.0009911854,-0.64816785,-2.0708158,-0.20795941,0.0015268761,$\beta_2$-dominated,0.00034285966116263695,0.0003428596611628127,-1.2380018562761812,-0.7834514401031157,1.5970325257885234,0.612080406714983,0.00034285966116263695
dataframe000015,50.0,3.2,9.224122,-0.82891154,1.0622132,0.0009911854,-0.64816785,1.2955148,-1.8911247,0.0015268761,$\beta_2$-dominated,0.00015322840754340456,0.00015322840754377457,1.5420641916808326,3.12926470136055,0.882176132562242,0.45078451630769706,0.00015322840754340456
dataframe000015,50.0,3.2,9.224122,-0.82891154,-0.78747636,0.0009911854,-0.64816785,-2.4038644,-0.041435182,0.0015268761,$\beta_2$-dominated,0.0003615553216885062,0.0003615553216886264,-1.5130481817232464,-1.1705567188960027,1.6677570101553851,0.6280382827319964,0.0003615553216885062
dataframe000016,90.0,3.2,7.4912934,-0.041980665,0.338731,7.600388e-05,-1.7887772,0.6354813,-0.38071164,4.248749e-05,$\beta_2$-dominated,2.269679914644842e-05,2.2696799146552238e-05,-0.9677117128231535,1.48962878578245,-0.7661297174445422,-0.9370002884381232,2.269679914644842e-05
dataframe000016,90.0,3.2,7.4912934,-0.041980665,0.338731,7.600388e-05,-1.7887772,0.6354813,-0.38071164,4.248749e-05,$\beta_2$-dominated,2.269679914644842e-05,2.2696799146552238e-05,-0.9677117128231535,1.48962878578245,-0.7661297174445422,-0.9370002884381232,2.269679914644842e-05
dataframe000016,90.0,3.2,7.4912934,-0.041980665,0.338731,7.600388e-05,-1.7887772,0.6354813,-0.38071164,4.248749e-05,$\beta_2$-dominated,2.269679914644842e-05,2.2696799146552238e-05,-0.9677117128231535,1.48962878578245,-0.7661297174445422,-0.9370002884381232,2.269679914644842e-05
dataframe000016,90.0,3.2,7.4912934,-0.041980665,-0.85853195,7.600388e-05,-1.7887772,-1.7590445,0.81655127,4.248749e-05,$\beta_2$-dominated,0.00015758459983249387,0.0001575845998327087,-2.9452179931135745,-1.2935499622275477,-0.2576407165628665,-0.8222678933211655,0.00015758459983249387
dataframe000016,90.0,3.2,7.4912934,-0.041980665,0.55289674,7.600388e-05,-1.7887772,1.0638129,-0.5948774,4.248749e-05,$\beta_2$-dominated,-1.4318615880863705e-06,-1.4318615879825526e-06,-0.6139764017373814,1.9874823754509687,-0.8570879696146222,-0.9575235605423981,-1.4318615880863705e-06
dataframe000016,100.0,2.8,8.068979,-0.4472522,0.89274484,-0.0009340057,-1.1226597,1.3382375,-1.339997,0.00083126646,$\beta_2$-dominated,-0.0005185527807310438,-0.0005185527807309751,0.7438415303632406,2.649982002517347,-0.13161181449674633,-0.1400715582177606,-0.0005185527807310438
dataframe000016,100.0,2.8,8.068979,-0.4472522,0.45447528,-0.0009340057,-1.1226597,0.46169835,-0.9017275,0.00083126646,$\beta_2$-dominated,-0.0004692085785189011,-0.0004692085785188325,0.01995639631275624,1.631172728791152,0.05452548004771323,-0.0980726456350331,-0.0004692085785189011
dataframe000016,100.0,2.8,8.068979,-0.4472522,-0.10489323,-0.0009340057,-1.1226597,-0.6570387,-0.34235898,0.00083126646,$\beta_2$-dominated,-0.00040618817694404745,-0.00040618817694370126,-0.9039465753944484,0.3308546758436111,0.29209463655426676,-0.04446897223275447,-0.00040618817694404745
dataframe000016,100.0,2.8,8.068979,-0.4472522,0.45447528,-0.0009340057,-1.1226597,0.46169835,-0.9017275,0.00083126646,$\beta_2$-dominated,-0.0004692085785189011,-0.0004692085785188325,0.01995639631275624,1.631172728791152,0.05452548004771323,-0.0980726456350331,-0.0004692085785189011
dataframe000016,100.0,2.8,8.068979,-0.4472522,0.89274484,-0.0009340057,-1.1226597,1.3382375,-1.339997,0.00083126646,$\beta_2$-dominated,-0.0005185527807310438,-0.0005185527807309751,0.7438415303632406,2.649982002517347,-0.13161181449674633,-0.1400715582177606,-0.0005185527807310438
dataframe000015,50.0,2.4,5.874357,-0.17568298,-0.052001227,-0.0012404954,-1.1171944,-0.27968544,-0.123681754,0.0011091351,$\beta_2$-dominated,-0.0005014885083637961,-0.0005014885083636281,-0.6721616783217051,-0.06314910156747033,-1.1044652808442232,-0.03710363113529531,-0.0005014885083637961
dataframe000015,50.0,2.4,5.874357,-0.17568298,0.10690986,-0.0012404954,-1.1171944,0.03813675,-0.28259283,0.0011091351,$\beta_2$-dominated,-0.0005193755982852494,-0.0005193755982850815,-0.4096899467692061,0.3062584500303001,-1.1719563477818042,-0.05233191627447615,-0.0005193755982852494
dataframe000015,50.0,2.4,5.874357,-0.17568298,0.10690986,-0.0012404954,-1.1171944,0.03813675,-0.28259283,0.0011091351,$\beta_2$-dominated,-0.0005193755982852494,-0.0005193755982850815,-0.4096899467692061,0.3062584500303001,-1.1719563477818042,-0.05233191627447615,-0.0005193755982852494
dataframe000015,50.0,2.4,5.874357,-0.17568298,-0.052001227,-0.0012404954,-1.1171944,-0.27968544,-0.123681754,0.0011091351,$\beta_2$-dominated,-0.0005014885083637961,-0.0005014885083636281,-0.6721616783217051,-0.06314910156747033,-1.1044652808442232,-0.03710363113529531,-0.0005014885083637961
dataframe000015,50.0,2.4,5.874357,-0.17568298,-0.052001227,-0.0012404954,-1.1171944,-0.27968544,-0.123681754,0.0011091351,$\beta_2$-dominated,-0.0005014885083637961,-0.0005014885083636281,-0.6721616783217051,-0.06314910156747033,-1.1044652808442232,-0.03710363113529531,-0.0005014885083637961
dataframe000014,100.0,2.0,5.069693,-0.26698425,-0.53055423,0.00023969419,-0.73336905,-1.3280927,0.26356998,0.00032673302,$\beta_2$-dominated,0.00021723588214823985,0.00021723588214848282,-0.9344672075297478,-1.5144344813420885,-1.1152065732501946,0.504316381701822,0.00021723588214823985
dataframe000014,100.0,2.0,5.069693,-0.26698425,-0.20165427,0.00023969419,-0.73336905,-0.6702928,-0.065329984,0.00032673302,$\beta_2$-dominated,0.0001801644845540049,0.00018016448455424787,-0.3912266829352128,-0.7498677691563416,-1.2548935184432033,0.4727982681851862,0.0001801644845540049
dataframe000014,100.0,2.0,5.069693,-0.26698425,0.16044454,0.00023969419,-0.73336905,0.05390483,-0.42742878,0.00032673302,$\beta_2$-dominated,0.00013938556006280777,0.0001393855600630785,0.2068480193738036,0.09187358248447328,-1.4086803514138722,0.438098726227743,0.00013938556006280777
dataframe000014,100.0,2.0,5.069693,-0.26698425,-0.53055423,0.00023969419,-0.73336905,-1.3280927,0.26356998,0.00032673302,$\beta_2$-dominated,0.00021723588214823985,0.00021723588214848282,-0.9344672075297478,-1.5144344813420885,-1.1152065732501946,0.504316381701822,0.00021723588214823985
dataframe000014,100.0,2.0,5.069693,-0.26698425,0.21125548,0.00023969419,-0.73336905,0.1555267,-0.47823972,0.00032673302,$\beta_2$-dominated,0.00013366102375249355,0.00013366102375276427,0.29077189127237263,0.20998958497044634,-1.4302602402856068,0.4332295700959114,0.00013366102375249355
dataframe000015,100.0,3.2,6.1111283,-0.066018716,0.10265029,0.00023323957,-1.3956527,0.13928187,-0.16866902,0.00016709071,$\beta_2$-dominated,0.00014806623786058518,0.00014806623786096788,-0.780631551563023,0.46250661598050663,-1.233760230612396,-0.40714048356334814,0.00014806623786058518
dataframe000015,100.0,3.2,6.1111283,-0.066018716,0.10265029,0.00023323957,-1.3956527,0.13928187,-0.16866902,0.00016709071,$\beta_2$-dominated,0.00014806623786058518,0.00014806623786096788,-0.780631551563023,0.46250661598050663,-1.233760230612396,-0.40714048356334814,0.00014806623786058518
dataframe000015,100.0,3.2,6.1111283,-0.066018716,-0.65034574,0.00023323957,-1.3956527,-1.3667102,0.58432704,0.00016709071,$\beta_2$-dominated,0.00023293415965710166,0.00023293415965759537,-2.024347021632074,-1.28792142728067,-0.9139556349617013,-0.3349817157411094,0.00023293415965710166
dataframe000015,100.0,3.2,6.1111283,-0.066018716,0.10265029,0.00023323957,-1.3956527,0.13928187,-0.16866902,0.00016709071,$\beta_2$-dominated,0.00014806623786058518,0.00014806623786096788,-0.780631551563023,0.46250661598050663,-1.233760230612396,-0.40714048356334814,0.00014806623786058518
